SpineBase_X,SpineMid_X,Neck_X,Head_X,ShoulderLeft_X,ElbowLeft_X,WristLeft_X,HandLeft_X,ShoulderRight_X,ElbowRight_X,WristRight_X,HandRight_X,HipLeft_X,KneeLeft_X,AnkleLeft_X,FootLeft_X,HipRight_X,KneeRight_X,AnkleRight_X,FootRight_X,SpineShoulder_X,HandTipLeft_X,ThumbLeft_X,HandTipRight_X,ThumbRight_X,SpineBase_Y,SpineMid_Y,Neck_Y,Head_Y,ShoulderLeft_Y,ElbowLeft_Y,WristLeft_Y,HandLeft_Y,ShoulderRight_Y,ElbowRight_Y,WristRight_Y,HandRight_Y,HipLeft_Y,KneeLeft_Y,AnkleLeft_Y,FootLeft_Y,HipRight_Y,KneeRight_Y,AnkleRight_Y,FootRight_Y,SpineShoulder_Y,HandTipLeft_Y,ThumbLeft_Y,HandTipRight_Y,ThumbRight_Y,SpineBase_Z,SpineMid_Z,Neck_Z,Head_Z,ShoulderLeft_Z,ElbowLeft_Z,WristLeft_Z,HandLeft_Z,ShoulderRight_Z,ElbowRight_Z,WristRight_Z,HandRight_Z,HipLeft_Z,KneeLeft_Z,AnkleLeft_Z,FootLeft_Z,HipRight_Z,KneeRight_Z,AnkleRight_Z,FootRight_Z,SpineShoulder_Z,HandTipLeft_Z,ThumbLeft_Z,HandTipRight_Z,ThumbRight_Z
0.15488,0.15504,0.15417,0.15895,0.31282,0.48348,0.64308,0.65529,-0.0042957,-0.051624,-0.048621,-0.040618,0.22473,0.26076,0.27111,0.27843,0.079242,0.074283,0.05217,0.047089,0.15456,0.70881,0.64356,-0.032756,-0.0080126,2.0271,2.0508,2.0604,2.0649,2.036,2.0204,1.9577,1.9522,1.9975,1.9834,1.9197,1.9164,1.9896,2.0241,2.0398,1.9095,1.9891,2.0109,2.0498,1.9785,2.0604,1.9346,1.9058,1.9093,1.8912,-0.22654,0.09427,0.40317,0.54903,0.27419,0.090295,-0.038735,-0.039979,0.26589,0.013995,-0.19314,-0.22149,-0.22033,-0.51752,-0.85604,-0.88347,-0.2243,-0.48897,-0.86005,-0.94189,0.32753,-0.087976,-0.063845,-0.28254,-0.23385
0.15466,0.15478,0.15378,0.15855,0.31474,0.51699,0.71298,0.74139,-0.0045406,-0.052237,-0.048966,-0.043456,0.22438,0.25935,0.27131,0.27838,0.07902,0.073746,0.051977,0.047024,0.15421,0.80494,0.72683,-0.033847,-0.0096741,2.0269,2.0509,2.0607,2.0647,2.036,2.0284,1.971,1.9623,1.9976,1.9841,1.9213,1.9177,1.9887,2.0234,2.0396,1.9088,1.9893,2.0114,2.0486,1.9767,2.0606,1.949,1.9274,1.909,1.893,-0.22619,0.094539,0.40346,0.54889,0.27811,0.1664,0.12366,0.11993,0.26568,0.013145,-0.18924,-0.22271,-0.2191,-0.51645,-0.85615,-0.88375,-0.2244,-0.4934,-0.85731,-0.94145,0.32781,0.10545,0.095354,-0.28743,-0.23769
0.15455,0.15409,0.15188,0.15804,0.31539,0.53102,0.7293,0.80088,-0.0049297,-0.052434,-0.049605,-0.043684,0.22428,0.2584,0.27157,0.27838,0.078964,0.073816,0.052154,0.046803,0.15267,0.85551,0.77753,-0.033052,-0.008465,2.0268,2.0508,2.0609,2.0648,2.0358,2.0312,1.9765,1.9628,1.9979,1.9844,1.9219,1.9186,1.9882,2.0226,2.0392,1.9082,1.9893,2.0113,2.0484,1.9763,2.0607,1.9569,1.9409,1.9127,1.9005,-0.22575,0.09482,0.40351,0.54879,0.28036,0.19832,0.17,0.18092,0.26553,0.012755,-0.18899,-0.2236,-0.21803,-0.51426,-0.85494,-0.88264,-0.22434,-0.49322,-0.85724,-0.94164,0.32794,0.17751,0.15659,-0.29212,-0.2296
0.1547,0.15337,0.14986,0.1564,0.31673,0.53941,0.73892,0.81323,-0.0055505,-0.052724,-0.050731,-0.044584,0.22444,0.25798,0.2716,0.27813,0.079161,0.074356,0.052366,0.046807,0.15102,0.87267,0.7929,-0.037069,-0.0062657,2.0267,2.0509,2.0612,2.065,2.036,2.0336,1.9831,1.9717,1.9983,1.9855,1.9227,1.9205,1.9879,2.022,2.0389,1.9075,1.9895,2.0124,2.0486,1.9765,2.061,1.9706,1.9577,1.9129,1.9277,-0.22485,0.09535,0.40378,0.54842,0.28374,0.23122,0.21234,0.23544,0.26537,0.011343,-0.18973,-0.22265,-0.21681,-0.51256,-0.85355,-0.8814,-0.22354,-0.4975,-0.85519,-0.94142,0.3283,0.23872,0.20816,-0.28823,-0.19236
0.15516,0.15297,0.14874,0.15495,0.31755,0.5423,0.74254,0.81542,-0.006068,-0.052623,-0.051265,-0.043913,0.22484,0.25735,0.27198,0.27835,0.079603,0.074039,0.052327,0.046621,0.15008,0.87432,0.80137,-0.036469,-0.0087956,2.0266,2.051,2.0616,2.0654,2.0361,2.0345,1.9868,1.9771,1.9984,1.986,1.9231,1.9208,1.9879,2.021,2.0385,1.9065,1.9897,2.0137,2.0489,1.9773,2.0613,1.9773,1.9682,1.9137,1.9048,-0.22358,0.096047,0.40416,0.54813,0.28698,0.24479,0.23274,0.25551,0.26524,0.010568,-0.19024,-0.22199,-0.21638,-0.51021,-0.85026,-0.87841,-0.22159,-0.50055,-0.8544,-0.94156,0.32877,0.2591,0.22919,-0.29282,-0.2342
0.15555,0.15222,0.14675,0.15223,0.31722,0.5513,0.75087,0.81531,-0.0071259,-0.052824,-0.051668,-0.042627,0.22549,0.25662,0.27255,0.27868,0.07973,0.07515,0.052252,0.046576,0.14838,0.86623,0.82077,-0.034387,-0.0031111,2.0266,2.0513,2.0623,2.0659,2.0355,2.0351,1.9835,1.9728,1.9983,1.9858,1.9221,1.9152,1.988,2.0194,2.0385,1.9056,1.9895,2.0138,2.0484,1.9766,2.0619,1.9648,1.9683,1.9086,1.9276,-0.2224,0.096819,0.40458,0.54765,0.28911,0.26123,0.26939,0.30708,0.26499,0.0098455,-0.19081,-0.22328,-0.21586,-0.50819,-0.84961,-0.87806,-0.21998,-0.5006,-0.85422,-0.94093,0.32928,0.32179,0.27949,-0.2919,-0.19658
0.15592,0.15203,0.14612,0.15122,0.31787,0.5514,0.72464,0.75617,-0.0072086,-0.052948,-0.051735,-0.041986,0.22617,0.25625,0.27218,0.27886,0.079918,0.075774,0.052265,0.046577,0.14785,0.81361,0.78032,-0.033484,-0.0016563,2.0268,2.0516,2.0627,2.0664,2.0371,2.0359,1.9679,1.9587,1.998,1.9853,1.9211,1.9144,1.9888,2.0199,2.0384,1.9051,1.9895,2.0146,2.0489,1.9764,2.0623,1.9511,1.915,1.9082,1.9285,-0.22215,0.097016,0.40471,0.54774,0.29009,0.28256,0.37418,0.40841,0.26495,0.0094745,-0.19149,-0.2205,-0.21576,-0.50877,-0.84867,-0.87732,-0.21975,-0.50158,-0.85249,-0.94081,0.32942,0.45867,0.38752,-0.29176,-0.19289
0.15672,0.15206,0.14567,0.15126,0.31948,0.5468,0.60355,0.61224,-0.0064106,-0.052463,-0.050858,-0.042087,0.22711,0.25626,0.27196,0.27943,0.080555,0.076159,0.051926,0.04635,0.1475,0.63296,0.6316,-0.033788,-0.0026554,2.027,2.0526,2.0649,2.067,2.0397,2.0304,1.9753,1.9643,1.9977,1.984,1.9181,1.9101,1.9894,2.0202,2.0384,1.905,1.9893,2.0141,2.0482,1.9765,2.0641,1.9591,1.9046,1.9049,1.9281,-0.22123,0.097724,0.40526,0.54793,0.29263,0.29708,0.4893,0.53381,0.26533,0.0097324,-0.191,-0.22054,-0.21536,-0.50887,-0.84752,-0.87626,-0.21844,-0.49988,-0.85597,-0.94094,0.32999,0.61515,0.54167,-0.28683,-0.19619
0.15721,0.15255,0.1464,0.15242,0.32109,0.52675,0.52728,0.52029,-0.0058578,-0.051662,-0.050199,-0.040255,0.2277,0.25643,0.27195,0.27962,0.080933,0.076281,0.051743,0.046382,0.14814,0.51092,0.53092,-0.032659,-0.002814,2.0273,2.0534,2.0661,2.0675,2.0408,2.0298,1.9881,1.9806,1.9981,1.9836,1.9175,1.9102,1.9898,2.0202,2.0385,1.9049,1.9896,2.0153,2.0478,1.9765,2.0653,1.984,1.9356,1.904,1.9275,-0.22047,0.098361,0.40568,0.54811,0.29292,0.32889,0.53203,0.57293,0.26594,0.011652,-0.1887,-0.21944,-0.21487,-0.5084,-0.84788,-0.87663,-0.21756,-0.50179,-0.857,-0.94099,0.33046,0.64852,0.59019,-0.28692,-0.19577
0.15771,0.15276,0.14652,0.15389,0.32289,0.52243,0.47973,0.45637,-0.0052716,-0.050758,-0.049547,-0.039747,0.2283,0.25571,0.27182,0.27942,0.081317,0.076635,0.051807,0.046309,0.14827,0.42745,0.45852,-0.031298,-0.0022589,2.0278,2.0538,2.0663,2.068,2.0412,2.0291,1.9965,1.999,1.9982,1.9837,1.9177,1.9133,1.9905,2.018,2.0386,1.9049,1.9898,2.0151,2.048,1.9765,2.0655,2.0102,1.9632,1.9056,1.9243,-0.21953,0.098825,0.40578,0.54816,0.29529,0.34155,0.54193,0.57475,0.26621,0.013724,-0.18669,-0.21958,-0.21413,-0.50109,-0.84574,-0.87458,-0.21651,-0.49734,-0.85704,-0.94123,0.33062,0.64765,0.60962,-0.28679,-0.19795
